EmployeeId,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfactionLabel,EnvironmentSatisfactionLabel,WorkLifeBalanceLabel,Attrition (Actual),PredictedAttrition,Risk (Probability)
649,31,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1,Low,High,Good,0,0,0.285
653,45,Travel_Rarely,252,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,No,14,3,4,0,1,3,3,1,0,0,0,High,Medium,Excellent,0,0,0.28
654,50,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,Very High,Low,Excellent,0,0,0.19
655,51,Travel_Frequently,1456,Research & Development,1,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,Low,Low,Good,0,0,0.165
656,42,Travel_Rarely,603,Research & Development,7,4,Medical,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Yes,16,3,4,0,18,2,3,1,0,0,0,Medium,Medium,Excellent,0,0,0.3
657,32,Travel_Rarely,1093,Sales,6,4,Medical,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,No,16,3,1,0,12,0,3,11,8,5,7,High,Medium,Excellent,0,0,0.21
658,32,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,3,9,2,4,8,7,0,7,Very High,Very High,Outstanding,0,0,0.145
659,32,Travel_Rarely,827,Research & Development,1,1,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,No,13,3,4,0,1,2,3,1,0,0,0,Low,Very High,Excellent,0,1,0.735
661,33,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Yes,14,3,4,2,10,3,3,9,8,0,8,High,Very High,Excellent,0,0,0.175
662,47,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Yes,17,3,3,0,9,0,3,9,0,0,7,Very High,Very High,Excellent,0,1,0.545
666,35,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,Very High,Very High,Excellent,0,0,0.405
667,29,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,Very High,Very High,Excellent,0,1,0.81
669,32,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,No,11,3,1,1,6,5,3,4,3,1,2,Medium,High,Excellent,0,1,0.715
670,28,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,No,11,3,1,3,10,6,3,9,8,7,5,Very High,High,Excellent,0,0,0.095
672,35,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,No,18,3,2,1,10,6,2,7,7,6,2,Medium,Medium,Good,0,0,0.31
673,34,Travel_Rarely,167,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,No,14,3,3,1,7,3,3,0,0,0,0,Low,Medium,Excellent,0,0,0.39
674,36,Travel_Rarely,913,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Yes,11,3,3,1,13,2,3,3,2,0,2,Medium,Medium,Excellent,0,1,0.605
675,52,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,19999,5678,0,No,14,3,1,1,34,5,3,33,18,11,9,High,High,Excellent,0,0,0.345
677,35,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,No,11,3,4,0,10,5,3,6,2,1,2,Medium,Medium,Excellent,0,0,0.36
678,44,Travel_Rarely,1459,Research & Development,10,4,Other,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,Yes,13,3,4,0,9,5,4,4,2,1,3,Very High,Very High,Outstanding,0,0,0.335
681,40,Travel_Rarely,804,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,Yes,20,4,4,0,5,2,2,4,2,2,3,Very High,Very High,Good,0,1,0.655
683,50,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,18200,7999,1,No,11,3,3,1,32,2,3,32,5,10,7,Medium,Low,Excellent,0,0,0.255
684,50,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,Low,Very High,Excellent,0,0,0.285
685,57,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,High,Very High,Excellent,0,0,0.245
689,30,Travel_Rarely,634,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,11916,25927,1,Yes,23,4,4,2,9,2,3,9,1,0,8,Low,Medium,Excellent,0,0,0.38
691,31,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7,Very High,Low,Outstanding,0,0,0.13
692,52,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,19068,21030,1,Yes,18,3,4,0,33,2,4,33,7,15,12,High,Low,Outstanding,0,0,0.34
694,33,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,No,14,3,1,0,6,3,3,5,0,1,4,Very High,Medium,Excellent,0,1,0.565
696,33,Non-Travel,750,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,No,13,3,1,1,8,2,4,7,7,0,7,Medium,High,Outstanding,0,0,0.305
697,34,Travel_Rarely,285,Research & Development,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,5429,17491,4,No,13,3,1,2,10,1,3,8,7,7,7,High,Medium,Excellent,0,0,0.195
699,51,Travel_Rarely,432,Research & Development,9,4,Life Sciences,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,No,23,4,2,2,10,4,3,4,2,0,3,Very High,Very High,Excellent,0,0,0.195
700,50,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,No,14,3,1,2,28,4,2,10,4,1,6,Medium,Low,Good,0,0,0.12
702,46,Travel_Rarely,168,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,18789,9946,2,No,14,3,3,1,26,2,3,11,4,0,8,Medium,Very High,Excellent,0,0,0.275
703,22,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,No,15,3,1,1,4,3,2,4,3,1,1,Low,Medium,Good,0,0,0.455
704,29,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,No,14,3,4,1,11,5,3,11,10,4,1,Very High,Medium,Excellent,0,0,0.305
705,22,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,Yes,16,3,1,1,4,2,2,4,2,2,2,Medium,Very High,Good,0,0,0.48
708,46,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,Low,High,Excellent,0,0,0.025
710,29,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,7988,9769,1,No,13,3,1,0,10,3,2,10,9,0,9,Low,Medium,Good,0,0,0.38
712,38,Travel_Frequently,653,Research & Development,29,5,Life Sciences,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,No,11,3,4,0,10,2,3,10,3,9,9,Very High,Very High,Excellent,0,0,0.125
713,41,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8,High,Low,Excellent,0,0,0.27
715,40,Non-Travel,663,Research & Development,9,4,Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,No,11,3,3,2,11,2,4,8,7,0,7,High,High,Outstanding,0,0,0.245
718,31,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,9852,8935,1,Yes,19,3,1,1,10,5,2,10,8,9,6,High,Very High,Good,0,1,0.515
720,50,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,2,2,2,1,Very High,High,Excellent,0,0,0.1
721,51,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,Yes,11,3,2,1,33,2,3,33,9,0,10,Medium,High,Excellent,0,0,0.245
722,31,Travel_Frequently,798,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,No,24,4,1,1,10,2,3,10,9,8,9,High,High,Excellent,0,0,0.28
723,45,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15,Medium,Medium,Low,0,0,0.18
724,52,Non-Travel,715,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,No,18,3,1,1,5,3,3,4,3,1,2,Very High,Very High,Excellent,0,0,0.44
728,29,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,No,19,3,2,2,10,2,3,0,0,0,0,Medium,Low,Excellent,0,0,0.26
729,44,Travel_Rarely,477,Research & Development,7,4,Medical,1,Female,42,2,3,Healthcare Representative,4,Married,10248,2094,3,No,14,3,4,1,24,4,3,22,6,5,17,Very High,Low,Excellent,0,0,0.32
730,36,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,No,13,3,3,0,6,3,3,6,5,0,3,Medium,Medium,Excellent,0,0,0.245
733,31,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,Medium,High,Excellent,0,1,0.98
734,21,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,Medium,Very High,Outstanding,0,1,0.93
735,36,Travel_Frequently,1467,Sales,11,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,14,3,3,1,10,6,3,9,7,2,8,Very High,Medium,Excellent,0,0,0.385
736,25,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,4898,7505,0,No,12,3,4,2,5,3,3,4,2,1,2,High,Low,Excellent,0,0,0.35
737,46,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,No,14,3,3,0,7,2,4,1,0,0,0,High,High,Outstanding,0,0,0.145
738,29,Travel_Rarely,738,Research & Development,9,5,Other,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,No,17,3,3,0,4,2,3,3,2,2,2,Very High,Medium,Excellent,0,1,0.855
740,26,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,No,17,3,2,1,8,3,3,8,7,7,7,High,High,Excellent,0,0,0.3
741,55,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,Low,High,Outstanding,0,0,0.155
743,35,Travel_Rarely,464,Research & Development,4,2,Other,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,No,12,3,3,1,1,3,3,1,0,0,0,Very High,High,Excellent,0,0,0.295
747,32,Travel_Rarely,498,Research & Development,3,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,No,12,3,3,1,8,2,4,8,7,6,3,Low,High,Outstanding,0,0,0.26
750,35,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Yes,11,3,2,0,9,3,3,9,6,1,1,High,High,Excellent,0,1,0.68
752,28,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,2154,6842,0,Yes,11,3,3,0,5,2,2,4,2,0,2,High,Very High,Good,0,1,0.88
753,45,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,No,17,3,4,1,9,1,3,3,2,0,2,High,Low,Excellent,0,0,0.435
754,42,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,No,13,3,4,1,10,3,2,9,8,7,8,Medium,Medium,Good,0,0,0.3
755,29,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,No,14,3,1,1,4,3,2,4,3,0,2,High,Very High,Good,0,1,0.56
756,26,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Yes,20,4,2,0,8,2,2,8,5,2,2,Very High,High,Good,0,1,0.64
757,59,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,No,11,3,4,0,28,3,2,21,16,7,9,Low,Low,Good,0,0,0.05
758,31,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,No,17,3,4,1,5,1,2,5,2,4,3,High,Low,Good,0,0,0.38
760,52,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,High,Very High,Excellent,0,0,0.36
762,38,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,High,High,Good,0,0,0.215
763,30,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,0,6,3,3,5,3,1,2,Very High,Medium,Excellent,0,1,0.625
767,34,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,Very High,High,Excellent,0,0,0.225
771,41,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,No,16,3,1,2,17,2,2,1,0,0,0,Low,High,Good,0,0,0.35
776,42,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Yes,14,3,4,0,8,2,3,2,1,2,2,Very High,Medium,Excellent,0,1,0.9
777,41,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,19189,19562,1,No,12,3,2,1,22,3,3,22,7,2,10,High,Very High,Excellent,0,0,0.305
778,30,Travel_Rarely,1358,Sales,16,1,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,No,15,3,3,2,4,2,2,2,1,2,2,High,Very High,Good,0,1,0.71
779,30,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,Low,High,Excellent,0,0,0.165
782,27,Travel_Rarely,618,Research & Development,4,3,Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,No,19,3,3,0,1,2,3,1,1,0,0,High,Medium,Excellent,0,1,0.74
783,38,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,No,12,3,3,2,17,6,2,16,10,5,13,High,Low,Good,0,0,0.04
784,36,Non-Travel,1229,Sales,8,4,Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,No,13,3,4,2,12,3,3,7,7,0,7,Very High,Low,Excellent,0,0,0.2
787,39,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,High,Very High,Outstanding,0,0,0.2
789,46,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,High,High,Good,0,0,0.38
790,46,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,Very High,High,Excellent,0,0,0.5
791,41,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Yes,13,3,3,0,20,3,3,18,13,2,17,Low,Very High,Excellent,0,0,0.08
793,39,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,No,15,3,3,1,12,3,1,8,3,3,6,Medium,High,Low,0,0,0.35
796,34,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,Female,53,3,3,Research Director,2,Single,11994,21293,0,No,11,3,3,0,13,4,3,12,6,2,11,Medium,Low,Excellent,0,0,0.125
798,29,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Yes,14,3,1,2,7,2,3,7,7,1,7,Medium,Very High,Excellent,0,0,0.29
799,37,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7,Low,Medium,Good,0,0,0.46
800,35,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,No,19,3,4,0,1,2,3,1,0,0,1,Very High,Very High,Excellent,0,0,0.07
801,46,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,No,16,3,3,1,17,3,3,4,2,0,3,Low,Very High,Excellent,0,0,0.395
803,30,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,No,12,3,2,1,10,3,2,5,4,0,3,Very High,Medium,Good,0,0,0.42
804,29,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,Very High,High,Excellent,0,0,0.29
805,50,Travel_Rarely,1207,Research & Development,28,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8,High,Very High,Excellent,0,0,0.175
806,34,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,High,Medium,Good,0,0,0.14
808,48,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,2,High,Low,Excellent,0,0,0.28
811,43,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,High,High,Excellent,0,1,0.51
812,34,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7,Very High,Very High,Excellent,0,0,0.14
813,60,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9,Very High,Medium,Excellent,0,0,0.305
814,52,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,No,13,3,3,0,12,2,1,5,4,0,4,Low,High,Low,0,0,0.38
815,25,Travel_Rarely,1280,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,Very High,Very High,Excellent,0,1,0.835
816,46,Travel_Rarely,705,Sales,2,4,Marketing,2,Female,83,3,5,Manager,1,Single,18947,22822,3,No,12,3,4,0,22,2,2,2,2,2,1,Low,Medium,Good,0,0,0.03
818,29,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2,Very High,Low,Excellent,0,0,0.35
820,45,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,Very High,Low,Good,0,1,0.58
821,30,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,No,14,3,2,2,8,3,3,3,2,0,2,Low,Very High,Excellent,0,0,0.315
822,33,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,High,Medium,Good,0,1,0.545
823,33,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,High,Medium,Excellent,0,0,0.39
824,42,Travel_Frequently,748,Research & Development,9,2,Medical,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,No,13,3,3,0,12,3,3,12,9,5,8,Very High,Low,Excellent,0,0,0.1
825,43,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,No,14,3,4,0,23,3,4,21,7,15,17,Very High,Very High,Outstanding,0,0,0.13
826,39,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,No,16,3,3,1,21,3,3,21,6,11,8,Very High,Very High,Excellent,0,0,0.31
827,39,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,No,14,3,3,3,7,1,3,3,2,1,2,High,High,Excellent,0,0,0.21
828,35,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12,Very High,High,Good,0,0,0.28
832,51,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,Very High,High,Good,0,0,0.45
834,40,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,No,20,4,2,3,15,0,3,12,11,11,8,High,Medium,Excellent,0,0,0.025
835,32,Travel_Rarely,604,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,No,15,3,3,2,10,4,4,10,7,0,8,Very High,High,Outstanding,0,0,0.185
836,28,Travel_Rarely,995,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,No,18,3,2,1,6,2,3,2,2,2,2,High,High,Excellent,0,1,0.78
839,40,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,High,High,Excellent,0,0,0.005
840,45,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,No,18,3,1,1,24,2,3,24,9,9,11,Low,Low,Excellent,0,0,0.18
841,44,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,1,26,2,4,2,2,0,1,Very High,Very High,Outstanding,0,0,0.26
842,50,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Yes,11,3,2,0,25,2,3,3,2,1,2,Low,Very High,Excellent,0,0,0.18
843,45,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8,Low,Very High,Excellent,0,0,0.365
844,35,Travel_Frequently,853,Sales,18,5,Life Sciences,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,No,22,4,4,1,9,3,2,9,8,1,8,Low,Medium,Good,0,0,0.295
845,48,Travel_Rarely,855,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,No,11,3,3,0,11,2,3,10,9,0,8,Very High,Very High,Excellent,0,0,0.135
846,40,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,No,17,3,1,2,9,3,3,9,8,4,7,Very High,Low,Excellent,0,0,0.135
847,42,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Yes,11,3,3,1,4,5,3,3,2,1,0,High,High,Excellent,0,1,0.62
849,21,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0,High,Very High,Outstanding,0,1,0.55
850,38,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1,High,Very High,Low,0,1,0.65
851,35,Travel_Rarely,1142,Research & Development,23,4,Medical,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Yes,15,3,3,1,4,3,3,2,2,2,2,Low,High,Excellent,0,1,0.735
854,53,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,No,13,3,3,1,22,3,4,17,13,15,2,High,High,Outstanding,0,0,0.195
855,35,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,2,Very High,High,Excellent,0,0,0.22
